n,h_a,h_b,method,reps,limit_coverage,limit_mcse,limit_reps,coverage,mcse,failures,conditional_coverage,T_q025,T_q50,T_q975,T_q025_mcse,T_q50_mcse,T_q975_mcse,T_sd
300,0.25,96.0,emp,50000,0.949511,0.00021895173184745538,1000000,0.94672,0.001004402724010643,0,0.94672,-2.005465640017678,-0.0023428842149210848,1.9699556125074835,0.014121227890786455,0.0055537576327421845,0.01115890017258435,1.0117475132370588
300,0.25,96.0,G,50000,0.949511,0.00021895173184745538,1000000,0.94882,0.0009855009649919172,0,0.94882,-1.9857194273991605,-0.0022021695028838053,1.960559606350366,0.012501829462945872,0.005594795133588442,0.01056053310479875,1.001744297089084
300,0.25,128.0,emp,50000,0.949486,0.00021900304975958656,1000000,0.94666,0.0010049362606653226,0,0.94666,-2.0063892988261287,-0.0025780285412135774,1.970789439259591,0.014059998074475558,0.005539689817346521,0.011172050159641171,1.0118214635785414
300,0.25,128.0,G,50000,0.949486,0.00021900304975958656,1000000,0.94878,0.0009858652199971358,0,0.94878,-1.9853724715731609,-0.0025913314370738703,1.9612012723417287,0.012491619370741853,0.005616656494757134,0.01055930698183816,1.0018182475646242
300,0.25,192.0,emp,50000,0.949467,0.00021904204142355878,1000000,0.94662,0.0010052917546662758,0,0.94662,-2.006430857830619,-0.002675900820622003,1.971071814481748,0.014019351040301314,0.00552717047728893,0.011213795036616011,1.011874152977217
300,0.25,192.0,G,50000,0.949467,0.00021904204142355878,1000000,0.94874,0.0009862293080212124,0,0.94874,-1.9846545312090051,-0.0026785085921595016,1.961535006095736,0.012451901773940798,0.0056099112675423906,0.010552425949699778,1.0018712128776108
300,0.25,256.0,emp,50000,0.949459,0.00021905845639691692,1000000,0.94662,0.0010052917546662758,0,0.94662,-2.006312029368743,-0.0026876508945668583,1.9710491554951672,0.014011283620367371,0.005521543913047974,0.011233848097647336,1.0118925225749877
300,0.25,256.0,G,50000,0.949459,0.00021905845639691692,1000000,0.94872,0.000986411289473108,0,0.94872,-1.9843134825474937,-0.002694132245666427,1.9615541009011515,0.012429825934992986,0.005605164876424239,0.010550265796056052,1.0018898237082416
300,0.25,512.0,emp,50000,0.949463,0.00021905024910052041,1000000,0.94658,0.0010056470911805992,0,0.94658,-2.0061581025008266,-0.002732666698407969,1.970506046390689,0.01399967849330953,0.00552858053237465,0.011240727564568684,1.0119101065396392
300,0.25,512.0,G,50000,0.949463,0.00021905024910052041,1000000,0.94876,0.0009860472848702536,0,0.94876,-1.9843453795976993,-0.002758111263475453,1.961554014235045,0.012397884557219602,0.005597423896911461,0.010547387689579347,1.0019078984218062
300,0.25,1024.0,emp,50000,0.949461,0.00021905435279628662,1000000,0.94658,0.0010056470911805992,0,0.94658,-2.0063629021481653,-0.0027043492907846724,1.9707510368887036,0.013986126976497518,0.0055360476474429,0.011244415473964873,1.011914411577578
300,0.25,1024.0,G,50000,0.949461,0.00021905435279628662,1000000,0.94878,0.0009858652199971358,0,0.94878,-1.9844133203107854,-0.002801921628264698,1.9615410298459022,0.012383787676668598,0.00559632797710947,0.010546077547273654,1.0019125067660735
300,0.25,2048.0,emp,50000,0.949462,0.0002190523009602957,1000000,0.94658,0.0010056470911805992,0,0.94658,-2.0064623487800435,-0.002790712859402655,1.9708706052015126,0.013981295399667757,0.005540753013852983,0.011244815891510796,1.0119154423455607
